,Ad No,Name,Price,priceNotes,Model Year,Location,Mileage,Registered City,Engine Type,Engine Capacity,Transmission,Color,Assembly,Body Type,Last Updated,URL, ABS, AM/FM Radio, Air Bags, Air Conditioning,AM/FM Radio,Air Bags,Air Conditioning,Alloy Rims,CD Player,Cassette Player,Climate Control,Cruise Control,DVD Player,Front Camera,Front Speakers,Immobilizer Key,Keyless Entry,Navigation System,Power Locks,Power Mirrors,Power Steering,Power Windows,Rear AC Vents,Rear Camera,Rear Speakers,Steering Switches,Sun Roof,USB and Auxillary Cable,AgeScore,MileageScore,PriceScore,CarValueScore
62,7542796,Toyota Corolla Altis Grande 1.8 2014,3700000.0,,2014,"
                      ",88900,,Petrol,1800 cc,Manual,Gold,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-7542796,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.55,0.5555,-122.33333333333333,-40.409277777777774
63,7542871,Toyota Corolla 2014,3445000.0000000005,,2014,"
                      ",76,,Petrol,1800 cc,Automatic,Blue,Local,None,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-7542871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.99962,-113.83333333333334,-37.427904444444444
64,7511652,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6500000.0,,2021,"
                      ",10000,,Petrol,1799 cc,Automatic,Attitude Black,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7511652,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.95,-215.66666666666666,-71.27222222222223
65,7543616,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6950000.0,,2021,"
                      ",20000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7543616,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.9,-230.66666666666666,-76.28888888888888
66,7542951,Toyota Corolla Altis Grande CVT-i 1.8 2015,3650000.0,,2015,"
                      ",90000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7542951,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.6,0.55,-120.66666666666667,-39.83888888888889
67,7389084,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6700000.0,,2021,"
                      ",18000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7389084,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.91,-222.33333333333334,-73.50777777777778
68,7511965,Toyota Corolla Altis Grande CVT-i 1.8 2016,4250000.0,,2016,"
                      ",62000,,Petrol,1798 cc,Automatic,Silver Metallic,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7511965,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.69,-140.66666666666666,-46.44222222222222
69,7341759,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6900000.0,,2021,"
                      ",13500,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7341759,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.9325,-229.0,-75.7225
70,7533309,Toyota Corolla Altis Grande CVT-i 1.8 2020,6000000.0,,2020,"
                      ",47000,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-7533309,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.85,0.765,-199.0,-65.795
71,7534275,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2019,5600000.0,,2019,"
                      ",48000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7534275,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.76,-185.66666666666666,-61.36888888888888
72,7518925,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7350000.0,,2022,"
                      ",8500,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7518925,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.9575,-244.0,-80.6975
73,7533622,Toyota Corolla Altis Grande CVT-i 1.8 2018,,Call for price,2018,"
                      ",56000,,Petrol,1800 cc,Automatic,Burgundy,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7533622,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.72,,
74,7534607,Toyota Corolla Altis Grande CVT-i 1.8 2018,5275000.0,,2018,"
                      ",38000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7534607,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.81,-174.83333333333334,-57.75777777777778
75,7544262,Toyota Corolla Altis Grande CVT-i 1.8 2018,5000000.0,,2018,"
                      ",31000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-09,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7544262,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.845,-165.66666666666666,-54.690555555555555
76,7533947,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7800000.0,,2022,"
                      ",38,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7533947,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.95,0.99981,-259.0,-85.68339666666667
77,7536165,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,7500000.0,,2022,"
                      ",1800,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7536165,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.991,-249.0,-82.353
78,7535700,Toyota Corolla Altis Grande CVT-i 1.8 2016,4175000.0,,2016,"
                      ",84000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7535700,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.5800000000000001,-138.16666666666666,-45.64555555555555
79,7459509,Toyota Corolla Altis Grande 1.8 2014,3300000.0,,2014,"
                      ",94000,,Petrol,1800 cc,Manual,Silver,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-7459509,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.55,0.53,-109.0,-35.973333333333336
80,7535787,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,6975000.0,,2022,"
                      ",11000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7535787,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.945,-231.5,-76.535
81,7536079,Toyota Corolla Altis Grande CVT-i 1.8 2017,4900000.0,,2017,"
                      ",35000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7536079,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7,0.825,-162.33333333333334,-53.60277777777778
82,7536101,Toyota Corolla Altis Grande CVT-i 1.8 2019,5500000.0,,2019,"
                      ",76000,,Petrol,1798 cc,Automatic,Silver Metallic,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7536101,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.62,-182.33333333333334,-60.30444444444445
83,7404547,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6595000.0,,2021,"
                      ",25000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7404547,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.875,-218.83333333333334,-72.35277777777777
84,7536760,Toyota Corolla Altis Grande CVT-i 1.8 2018,5300000.0,,2018,"
                      ",55000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7536760,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.725,-175.66666666666666,-58.06388888888889
85,7537091,Toyota Corolla Altis Grande CVT-i 1.8 2018,5100000.0,,2018,"
                      ",70000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7537091,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.65,-169.0,-55.86666666666667
86,7536328,Toyota Corolla Altis Grande CVT-i 1.8 2016,4200000.0,,2016,"
                      ",84000,,Petrol,1800 cc,Automatic,Assembly,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7536328,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.65,0.5800000000000001,-139.0,-45.92333333333334
87,7537438,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,7000000.0,,2021,"
                      ",47000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7537438,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.765,-232.33333333333334,-76.88944444444445
88,7358949,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7295000.0,,2022,"
                      ",11750,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7358949,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.94125,-242.16666666666666,-80.09180555555555
89,7538314,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6600000.0,,2021,"
                      ",16400,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7538314,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.918,-219.0,-72.39399999999999
90,7538556,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,7750000.0,,2022,"
                      ",7900,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7538556,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.9605,-257.3333333333333,-85.14094444444443
91,7538680,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2022,6850000.0,,2022,"
                      ",17000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7538680,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.915,-227.33333333333334,-75.15611111111112
92,7537786,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6500000.0,,2021,"
                      ",14000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7537786,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.9299999999999999,-215.66666666666666,-71.27888888888889
93,7539122,Toyota Corolla Altis Grande CVT-i 1.8 2018,5500000.0,,2018,"
                      ",29500,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7539122,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.8525,-182.33333333333334,-60.243611111111115
94,7517488,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6500000.0,,2021,"
                      ",17000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-02,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7517488,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.915,-215.66666666666666,-71.28388888888888
95,7539757,Toyota Corolla Altis Grande CVT-i 1.8 2016,3850000.0,,2016,"
                      ",83000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-08,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-7539757,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0.65,0.585,-127.33333333333334,-42.03277777777778
96,7522178,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6400000.0,,2021,"
                      ",35000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7522178,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.825,-212.33333333333334,-70.20277777777778
97,7296270,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7800000.0,,2022,"
                      ",6000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-03,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7296270,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.97,-259.0,-85.69333333333333
98,7446512,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,6420000.0,,2021,"
                      ",30000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-04,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7446512,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.85,-213.0,-70.41666666666667
99,7388952,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6650000.0,,2021,"
                      ",22000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-05,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7388952,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.89,-220.66666666666666,-72.9588888888889
100,7434433,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7300000.0,,2022,"
                      ",6800,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7434433,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.95,0.966,-242.33333333333334,-80.13911111111112
101,7531228,Toyota Corolla Altis Grande CVT-i 1.8 2015,3650000.0,,2015,"
                      ",100000,,Petrol,1798 cc,Automatic,Attitude Black,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7531228,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.5,-120.66666666666667,-39.85555555555556
102,7187217,Toyota Corolla Altis Grande CVT-i 1.8 2018,6100000.0,,2018,"
                      ",39000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7187217,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.8049999999999999,-202.33333333333334,-66.92611111111111
103,7531809,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5975000.0,,2021,"
                      ",31000,,Petrol,1800 cc,Automatic,Silver,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7531809,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.845,-198.16666666666666,-65.47388888888888
104,7144369,Toyota Corolla Altis Automatic 1.6 2018,4900000.0,,2018,"
                      ",53000,,Petrol,1600 cc,Automatic,Super White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7144369,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.75,0.735,-162.33333333333334,-53.61611111111111
105,7531845,Toyota Corolla Altis Grande CVT-i 1.8 2017,5650000.0,,2017,"
                      ",16500,,Petrol,1798 cc,Automatic,Bronze Mica,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7531845,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7,0.9175,-187.33333333333334,-61.905277777777776
106,7431851,Toyota Corolla XLi VVTi 2017,3595000.0000000005,,2017,"
                      ",50000,,Petrol,1300 cc,Manual,Gold,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7431851,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.7,0.75,-118.83333333333334,-39.12777777777778
107,7531982,Toyota Corolla Altis Grande CVT-i 1.8 2018,5150000.0,,2018,"
                      ",71000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7531982,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.645,-170.66666666666666,-56.42388888888888
108,7531985,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6600000.0,,2021,"
                      ",13000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7531985,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.935,-219.0,-72.38833333333334
109,7532108,Toyota Corolla Altis Grande CVT-i 1.8 2017,4350000.0,,2017,"
                      ",47000,,Petrol,1798 cc,Automatic,Graphite Grey,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7532108,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7,0.765,-144.0,-47.51166666666666
110,7532878,Toyota Corolla Altis Grande CVT-i 1.8 2019,5190000.0,,2019,"
                      ",47150,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7532878,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.76425,-172.0,-56.81191666666667
111,7531895,Toyota Corolla GLi Automatic 1.3 VVTi 2015,3600000.0,,2015,"
                      ",71000,,Petrol,1300 cc,Automatic,Unlisted,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7531895,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0.6,0.645,-119.0,-39.251666666666665
112,7533346,Toyota Corolla GLi Automatic 1.3 VVTi 2014,2950000.0,,2014,"
                      ",148000,,Petrol,1300 cc,Automatic,Grey Graphite,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-7533346,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0.55,0.26,-97.33333333333333,-32.17444444444444
113,7533691,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5400000.0,,2021,"
                      ",98000,,Petrol,1799 cc,Automatic,Super White,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7533691,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.51,-179.0,-59.196666666666665
114,7434960,Toyota Corolla Altis Grande CVT-i 1.8 2015,,Call for price,2015,"
                      ",65000,,Petrol,1800 cc,Automatic,Bronze,Local,Sedan,2023-05-26,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-7434960,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.6,0.675,,
115,7533787,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6750000.0,,2021,"
                      ",32000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-06-06,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7533787,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.84,-224.0,-74.08666666666666
116,7370436,Toyota Corolla Altis X Automatic 1.6 Special Edition 2021,6050000.0,,2021,"
                      ",21800,,Petrol,1598 cc,Automatic,Attitude Black,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7370436,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.891,-200.66666666666666,-66.29188888888889
117,7533002,Toyota Corolla Altis Grande CVT-i 1.8 2017,4885000.0,,2017,"
                      ",60000,,Petrol,1798 cc,Automatic,Bronze Mica,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7533002,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7,-161.83333333333334,-53.47777777777778
118,7534190,Toyota Corolla Altis Grande CVT-i 1.8 2017,4425000.0,,2017,"
                      ",56000,,Petrol,1798 cc,Automatic,Dorado Gold,Local,Sedan,2023-06-07,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-7534190,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7,0.72,-146.5,-48.36000000000001
119,7051201,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7000000.0,,2022,"
                      ",17000,,Petrol,1800 cc,Automatic,Black,Local,Sedan,2023-05-29,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-7051201,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.95,0.915,-232.33333333333334,-76.82277777777777
120,7256894,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,,Call for price,2021,"
                      ",12000,,Petrol,1799 cc,Automatic,Assembly,Local,Sedan,2023-05-29,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7256894,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.9,0.94,,
121,7378647,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,,Call for price,2021,"
                      ",9000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-05-31,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7378647,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.9,0.955,,
122,7455797,Toyota Corolla Altis Grande CVT-i 1.8 2018,5150000.0,,2018,"
                      ",50000,,Petrol,1800 cc,Automatic,White,Local,Sedan,2023-05-31,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-7455797,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.75,0.75,-170.66666666666666,-56.388888888888886
123,7505975,Toyota Corolla Altis Grande CVT-i 1.8 2019,5300000.0,,2019,"
                      ",48000,,Petrol,1800 cc,Automatic,Grey,Local,Sedan,2023-05-30,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-7505975,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0.8,0.76,-175.66666666666666,-58.035555555555554
124,7281320,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,6750000.0,,2021,"
                      ",23000,,Petrol,1798 cc,Automatic,Super white,Local,Sedan,2023-05-30,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-7281320,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.9,0.885,-224.0,-74.07166666666667
